poi_id,category,name_ko,lat,lon,address_ko,website,phone,open_hours_text,closed_days_text,ticket_price_text,rag_seed_text_ko,source_urls,source_updated_at
KOP001907,미술관&박물관,성곡미술관,37.573511392,126.969704054,"03175 서울 종로구 경희궁길 42 (신문로2가, 성곡미술관)",http://www.sungkokmuseum.org,02-737-7650,10:00~18:00 (입장 마감 Last Ticketing 17:30),월요일,입장료는 전시에 따라 변경될 수 있습니다. 조각정원 : 전시입장권 구매시 무료입장.,"성곡미술관의 외관 사진입니다. 주차장 입구에 성곡미술관이라는 글씨가 적힌 표지판이 있습니다. 성곡미술관은 쌍용그룹 창업자 성곡 김성곤을 기념하여 그의 저택 자리에 건립되었습니다. 연 15회 이상의 전시회를 개최하며 한국미술의 정체성을 확립하는 것을 목표로 하는 미술관입니다. 세 개의 전시관으로 나누어져 있으며 야외조각공원과 숲을 갖추고 있어 휴식공간으로도 사용됩니다.",https://korean.visitseoul.net/attractions/%EC%84%B1%EA%B3%A1%EB%AF%B8%EC%88%A0%EA%B4%80/KOP001907,2025.06.24
KOP033828,미술관&박물관,성신여대 복식박물관 및 자연사박물관,37.632038023,127.027124158,"01133 서울 강북구 도봉로76가길 55 (미아동, 성신여자대학교운정그린캠퍼스) 운정그린캠퍼스 B1",https://www.sungshin.ac.kr/sites/museum/index.do,복식박물관: 02-920-2657 / 자연사박물관: 02-920-7890,"월~토: 10:00~17:00 (일요일, 법정공휴일 휴관)",,"입장권: 성인 2,000원, 초/중/고 1,500원, 유아(36개월 이상) 1000원 주차요금: 기본 30분 1,500원, 초과 10분당 500원, 일일 최고 20,000원(교내 지하주차장 B2 이용)","2011년 11월 23일 문을 연 정원 박광훈 복식박물관은 서울시 무형문화재 제11호인 침선장 정원(淨源) 박광훈 선생이 기증한 600여 점의 복식을 포함하여 2,000여 점이 넘는 직물류, 장신구류 등이 전시되어 있는 전문박물관으로 우리나라의 출생 복식에서부터 평상복, 혼례 복식과 궁중의례복식, 그리고 임종시의 수의에 이르기까지 다양한 복식과 장신구 등이 전시되어 있습니다. 같은 건물의 지하에 있는 자연사박물관은 1970년대부터 약 40여 년간 축적해 온 방대한 연구 자원을 토대로 13만 5,000여 점에 달하는 표본을 암석, 발생(發生), 식물, 곤충 등 4가지 테마로 나누어 우리 주변의 자연을 느끼고 배울 ㆍ복식박물관: 전시관람 외에도 전통문양 금박찍기, 전통문양 그리기, 족두리만들기 등의 다양한 문화예술 체험프로그램을 운영 합니다.",https://korean.visitseoul.net/attractions/%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80-%EB%B3%B5%EC%8B%9D%EB%B0%95%EB%AC%BC%EA%B4%80-%EB%B0%8F-%EC%9E%90%EC%97%B0%EC%82%AC%EB%B0%95%EB%AC%BC%EA%B4%80/KOP033828,2025.06.20
KOP006995,미술관&박물관,손기정기념관,37.555460901,126.964817314,04501 서울 중구 손기정로 101 (손기정 체육공원),http://www.sonkeechung.com,02-364-1936(내선 1번),10:00 ~18:00 (입장은 마감시간 1시간 전까지),"월 (단 월요일이 공휴일인 경우 그 다음날), 1월 1일, 설날, 추석, 기타 별도로 정하는 휴관일",무료,"손기정기념관의 건물 외관입니다. 입구에 손기정기념관이라는 글씨가 있습니다. 손기정기념관은 손기정 선수의 뜻을 기리기 위해 손기정 선수의 모교인 양정의숙을 고쳐 그의 탄생 100주년인 2012년에 개관하였습니다. 1936년 베를린 올림픽 마라톤 금메달리스트인 그는 한국이 나라를 잃었을 때 한국인의 긍지를 높여주었던 영웅으로 알려져 있습니다.",https://korean.visitseoul.net/attractions/%EC%86%90%EA%B8%B0%EC%A0%95%EA%B8%B0%EB%85%90%EA%B4%80/KOP006995,2025.06.24
KOP003778,미술관&박물관,송은(SONGEUN),37.524163032,127.044120728,06016 서울 강남구 도산대로 441 (청담동),http://www.songeun.or.kr,02-3448-0100,11:00~18:30,-일요일 -공휴일 ＊전시별 관람시간 확인요망,무료,"2021년 9월 새롭게 개관한 송은(SONGEUN) 아트갤러리의 외관 모습. 삼각형 모양의 건물이 특징적이다 송은 아트갤러리 건물 외벽 일부를 아래에서 하늘을 올려다보고 촬영한 사진 리뉴얼 개관한 송은 아트갤러리 내부 공간을 촬영한 모습으로 위쪽 공간으로부터 햇빛이 들어오게 설계되어있다 2021년 9월 리뉴얼한 송은 내부 사진으로 콘크리트를 사용한 독특한 내부 개방공간을 촬영하였다 2021년 9월 리뉴얼 오픈한 송은 내부 로비사진. 출입구 근처 로비 전체가 통유리로 마감되어 개방감을 더한다 '송은'은 미술계 젊은 인재들의 전시와 연구 활동을 지원하고자 1989년 설립된 비영리 문화재단으로 다양한 비영리 전시공간을 운영하며 국내외 작가들이 할동할 수 있는 무대를 마련해왔습니다. 공간 운영과 더불어 미술상, 전시공모 등 신진 작가 지원사업을 꾸준히 이어오면서, 보다 다양한 변주가 가능한 전시공간에 대한 필요성이 대두되었고 폭넓은 동시대 미술을 조명할 수 있는 지속적인 환경 조성을 목표로 지금의 신사옥, ST송은 빌딩을 건립하였습니다. 세심하고 유기적인 접근을 통해 현대 사회에서 건축이 어떻게 진화할 수 있는지에 대한 선례를 만들어왔다는 점을 주목해 신사옥 건축 설계자로 헤르조그&드 뫼롱을 선정했으며, 그들의 국내 첫 프로젝트이자 동시대 미술을 조명하는 문화의 중심지로 서울의 새롭고 중요한 랜드마크입니다.",https://korean.visitseoul.net/attractions/%EC%86%A1%EC%9D%80%EA%B0%A4%EB%9F%AC%EB%A6%AC/KOP003778,2025.06.24
KOP001425,미술관&박물관,쇳대박물관,37.578082777,127.008138286,03088 서울 종로구 낙산성곽서1길 24 (이화동),http://ehwadong.com/,02-755-6494,10:00~18:00,매주 월요일,,"이화동 낙산성곽길에 위치한 쇳대박물관은 대한민국에서 유일한 자물쇠 전문 박물관입니다. 이곳에는 40여년동안 수집된 4000여점의 자물쇠, 열쇠패, 빗장들 중 400여점이 전시되어있어, 한국의 옛 자물쇠 및 세계 각국의 독특한 자물쇠를 두루 살펴볼 수 있습니다. 쇳대박물관은 3개의 전시실과 테라스, 야외전시장으로 구성됩니다. 제 1전시실에서는 각종 동서양의 자물쇠를 시대별, 형태별로 전시하고 있으며, 목가구와 함께 전시된 목가구용 자물쇠를 볼 수 있습니다. 제2전시실에는 숙종때부터 고종때까지 사용되던 열쇠패, 동양은 물론 전세계적으로 우리나라밖에 사용하지 않던 별전 열쇠패와 수열쇠패가 전시되어 있습니다. 마지막으로 제3전시실에는 우리나라 전통가옥의 전통빗장과 아프리카 빗장이 전시되어 있습니다.",https://korean.visitseoul.net/attractions/%EC%87%B3%EB%8C%80%EB%B0%95%EB%AC%BC%EA%B4%80/KOP001425,2025.05.06
KOP029578,미술관&박물관,쉼박물관,37.599502703,126.955677886,03015 서울 종로구 세검정로 209-17 (쉼박물관),http://museeshuim.com/,02-396-9277,평일 10:00~18:00 토요일 10:00~18:00 일요일 14:00~19:00,,"대인 10,000원 소인 5,000원","쉼박물관은 잊혀져 가는 문화를 보존하고 현대 문화예술과 접목시켜 새로운 문화를 만들고자 하는 박물관입니다. 삶과 죽음이라는 결코 가볍지 않은 주제를 일상에서 편히 다뤄보고자 설립자의 집을 전시실과 휴식처로 개조하였습니다. 또한 소장품들과 현대작가들의 주제전도 다양하게 기획하여 관람객들과 편안한 소통을 해 나가고자 합니다.",https://korean.visitseoul.net/attractions/%EC%89%BC%EB%B0%95%EB%AC%BC%EA%B4%80/KOP029578,2025.07.21
KOP001441,미술관&박물관,스페이스 씨,37.524046643,127.032815416,"135-120 서울특별시 강남구 언주로 827, 스페이스씨 (신사동)",http://www.spacec.co.kr/,02-547-9177,화~금 - 11:00~18:30 토요일 - 12:00~18:30,"일요일, 월요일, 1월1일, 설 및 추석 연휴, 기타 기관장이 정하는 임시 휴일","◎ 단일권 일반 6,000원 학생 4,000원 ◎ 통합권 (미술관+박물관) 일반 10,000원 학생 7,000원 ※ 학생 : 대학생까지 적용 (학생증 확인) ※ 7세 이하, 65세 이상, 장애인 무료 ※ 예술인패스 소지자 : 관람요금의 30% 할인","스페이스 씨는 ㈜코리아나 화장품이 설립한 복합문화공간으로, 문화 경영 이념인 '아름다운 기업, 코리아나(Coreana)'를 추구하며 전통문화와 현대문화의 조화를 통해 새로운 문화(Culture)를 창조하고, 함께하는 문화 공동체(Community)를 구축하고자 지속적인 활동을 이어나가고 있습니다. 한국 화장문화의 역사와 우수성올 알리는 코리아나 화장박물관과 동시대 예술을 연구하고 국내외 작가들을 소개 하는 코리아나미술관으로 구성된 스페이스 씨는 기업의 이익을 문화 나눔으로 꾸준히 사회에 환원하는 전문기관의 역할을 하고 있습니다. 스페이스 씨는 예술과 자연의 아름다움이 함께하는 도시 공간이며, 학문과 예술이 만나는 문화 공간으로서.시대의 이야기가 거쳐가는 소통의 장소이자 미래 문화를 생성하는 강의의 공간을 지향합니다.",https://korean.visitseoul.net/attractions/%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4-%EC%94%A8/KOP001441,2025.04.17
KOP005060,미술관&박물관,신당창작아케이드,37.568494486,127.019357445,04571 서울 중구 마장로 87 (황학동) 신당지하쇼핑센터,https://www.sfac.or.kr/artspace/artspace/sindang_main.do,02-2232-8833,작가공방 9:00~20:00 공동작업장·사진실 9:00~22:00 아트마켓 9:00~18:00,"작가공방, 공동작업장, 사진실 연중무휴 아트마켓 토·일요일 휴관",,"신당창작아케이드는 1917년 중앙시장 지하에 만들어진 신당지하쇼핑센터를 리모델링해 공예작가를 위한 예술 공간으로 운영되고 있습니다. 공예 특성화 공간인 이곳에서는 다양한 문화체험을 할 수 있으며 총 54명의 작가가 활동 중입니다. 시장과 예술의 조화가 이색적입니다.",https://korean.visitseoul.net/attractions/%EC%8B%A0%EB%8B%B9%EC%B0%BD%EC%9E%91%EC%95%84%EC%BC%80%EC%9D%B4%EB%93%9C/KOP005060,2025.07.27
KOP002388,미술관&박물관,아라리오갤러리 서울,37.577880254,126.988514927,03058 서울 종로구 율곡로 85 아라리오갤러리,http://www.arariogallery.com/,02-541-5701,11:00~18:00,"일요일, 월요일",무료,"아라리오갤러리는 그동안 다른 갤러리가 시도하지 않았던 해외 미술과의 적극적인 연계로 한국 미술계에 혼성성과 다양성을 이끌어내었을 뿐 아니라, 지속적이고 체계적인 전속작가 시스템을 도입하여 한국의 동시대 미술을 해외에 소개하는데 앞장서 왔습니다. 현재는 중국 미술계에서의 경험을 토대로 국내에 소개된 바 없는 인도 및 동남아시아 작가들의 다양한 작품세계를 한국 미술계에 소개합니다. 나아가 지속적인 프로모션을 통해 이들 지역의 신진작가를 발굴 및 후원하고 있습니다. 아라리오갤러리는 우수한 전속작가 시스템과 다양한 국, 내외 미술관과의 콜라보레이션, 다양한 해외지역 미술의 소개 등을 토대로 한국과 미술의 가능성을 확장하고 마켓을 선도하는 아시아 대표 갤러리로서 그 역할을 다할 것입니다. 아라리오갤러리 서울은 2006년 종로구 소격동에서 첫 문을 연 이래 탄탄한 전속 작가 시스템과 과감한 전시 기획력을 발판으로 동시대 미술현장을 이끌어 가고 있습니다. 2014년 3월 국립현대미술관 인근으로 위치를 이전하였으며, 2018년 4월부터 2019년 11월까지는 홍익대학교 인근에 서울의 두 번째 전시공간인 아라리오갤러리 서울 라이즈호텔을 열어 지역이 상징하는 젊고 새로운 실험정신을 계승, 발전시키고자 노력하기도 하였습니다. 2022년 아라리오갤러리 서울은 소격동 시대를 종료한 후 2023년 2월 종로구 원서동에서 한층 새로운 모습으로 재개관하였습니다. 선제적 발굴 및 꾸준한 지원을 통해 작가들의 조력자로 활동하고 함께 성장하는 데 목표를 둠과 동시에 실험적이며 진지한 전시 기획을 실현시켜 한국 미술계의 발전에 지속적으로 도움이 되고자 합니다.",https://korean.visitseoul.net/attractions/%EC%95%84%EB%9D%BC%EB%A6%AC%EC%98%A4%EA%B0%A4%EB%9F%AC%EB%A6%AC/KOP002388,2025.07.24
KOP020731,미술관&박물관,아라리오뮤지엄 인 스페이스,37.577671338,126.988481334,03058 서울 종로구 율곡로 83 (원서동),http://www.arariomuseum.org/main.php,02-736-5700,10:00~19:00 (입장마감 18:00),월요일,"성인 (20~64세) : 15,000원 청소년 (14~19세) : 9,000원 어린이 (11~13세) : 6,000원 ※ 65세 이상 경로자, 장애인 50% 할인적용","아라리오뮤지엄은 ㈜아라리오의 창업자인 김창일 회장이 설립한 아트뮤지엄입니다. 서울에 설립된 아라리오 뮤지엄은, 김수근 건축가의 대표작인 동시에 그의 사무실과 자택으로도 사용되는 등 건축사적으로 의미가 깊습니다. 아라리오 뮤지엄은 현대미술의 문화적 가치를 자연스럽게 표현하며, 과거와 현재가 교차하는 문화공간으로 우리들에게 다가옵니다.",https://korean.visitseoul.net/attractions/%EC%95%84%EB%9D%BC%EB%A6%AC%EC%98%A4%EB%AE%A4%EC%A7%80%EC%97%84-%EC%9D%B8-%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4/KOP020731,2025.06.24
KOP018992,미술관&박물관,아르코 미술관,37.58038961,127.003249106,"03087 서울 종로구 동숭길 3 (동숭동, 한국문화예술진흥원)",https://www.arko.or.kr/artcenter/,02-760-4850,11:00 ~ 19:00 (입장마감 18:30),"-월요일 -1월 1일 -설날, 추석 당일",무료,"아르코 미술관은 과거 국립서울대학교 터에 한국문화예술진흥원 산하 미술회관으로 개관되었습니다. 다양한 장르의 실험적인 기획전과 대중과 소통할 수 있는 교육프로그램, 국제교류 네트워크를 활용한 협업 프로그램이 운영 중입니다. 관람료는 무료이나 전시에 따라 달라질 수 있습니다.",https://korean.visitseoul.net/attractions/%EC%95%84%EB%A5%B4%EC%BD%94-%EB%AF%B8%EC%88%A0%EA%B4%80/KOP018992,2025.06.24
KOP004467,미술관&박물관,아름다운 차박물관,37.572371497,126.985882056,03162 서울 종로구 인사동길 19-11,,02-735-6678,11:30 - 20:00,연중무휴,무료,"아름다운 차박물관 입구 사진입니다. 한옥 양식을 가지고 있고, 입구에 아름다운 차박물관이라는 글씨가 새겨진 현판이 있습니다. 종로구 인사동에 위치한 아름다운 차 박물관에서는 차와 관련된 유물을 수집, 관리 및 전시하고 있습니다. 또한, 역량 있는 도자기 작가들의 작품도 있습니다. 박물관 내 티샵에서는 한국, 중국, 일본, 유럽 등 전 세계의 약 110여 종의 차종을 판매하고 있으며 입장료는 무료입니다.",https://korean.visitseoul.net/attractions/%EC%95%84%EB%A6%84%EB%8B%A4%EC%9A%B4-%EC%B0%A8%EB%B0%95%EB%AC%BC%EA%B4%80/KOP004467,2025.06.24
KOP030803,미술관&박물관,아모레퍼시픽미술관,37.528791434,126.968673277,"04386 서울 용산구 한강대로 100 (한강로2가, 아모레퍼시픽)",https://apma.amorepacific.com/index.do,02-6040-2345,10:00~18:00,"-월요일 -1월 1일 -설날, 추석 연휴",,"아모레퍼시픽 미술관은 서울시 용산의 아모레퍼시픽 신본사에 새롭게 문을 연 미술관입니다. ‘일상 속의 아름다움을 발견하는 열린 공간’을 지향하고, 대중과 소통하기 위해 설립되었습니다. 이런 목적에 따라 지하 1층 전시실에서는 고미술과 현대미술, 한국미술을 아우르는 다채로운 기획 전시가 열립니다. 지상 1~3층까지 이어진 대형 공간 ‘아트리움’ 1층에는 미술관 로비와 뮤지엄숍, 전시공간인 ‘ 캐비닛’, 세계의 전시 도록 라이브러리(apLAP)의 시설을 갖추고 있습니다.",https://korean.visitseoul.net/attractions/%EC%95%84%EB%AA%A8%EB%A0%88%ED%8D%BC%EC%8B%9C%ED%94%BD%EB%AF%B8%EC%88%A0%EA%B4%80/KOP030803,2025.06.24
KOP002405,미술관&박물관,아트선재센터,37.579485511,126.981850063,"03062 서울 종로구 율곡로3길 87 (소격동, 아트선재센타)",http://www.artsonje.org/,02-733-8949,12:00~19:00,"-월요일 -1월 1일 -설날, 추석 연휴","25-64세: 10,000원 19-24세, 65세 이상: 7,000원 9-18세: 5,000원 예술인패스 소지자: 7,000원 ※ 무료 대상자 및 상세 할인혜택은 공식 홈페이지를 참고해주세요.","1998년 설립된 아트선재센터는 젊고 실험적인 현대미술을 전시하는 사립미술관으로 국제적인 수준의 기획전과 프로그램을 제공하며, 다양하고 역동적인 동시대 미술과 문화를 균형 있는 시각으로 소개하기 위한 문화공간으로 활동하고 있습니다. 이를 실천하기 위해 다양한 예술 간의 협업을 적극 도모하고 뉴 프로젝트를 지원하는 과감한 전시 기획을 원칙으로 합니다. 또한 새롭고 도전적인 기획자 협업과 국제 미술계와의 교류를 통해 지속적인 국제 네트워크를 형성함으로써국제적으로 활발히 활동하고 있는 해외 작가를 국내에 소개할 뿐 아니라 국내 작가의 국제무대 진출을 위한 교두보 역할을 하고 있습니다. 이전 운영되던 씨네코드 선재는 현재 폐관되었으며, 강연이나 행사, 전시 연계 프로그램, 퍼포먼스 등이 진행되는 아트홀로 사용하고 있습니다.",https://korean.visitseoul.net/attractions/%EC%95%84%ED%8A%B8%EC%84%A0%EC%9E%AC%EC%84%BC%ED%84%B0/KOP002405,2025.06.30
KOP004325,미술관&박물관,예술의전당 한가람미술관,37.479265179,127.013901572,06757 서울특별시 서초구 남부순환로 2406 (서초동),https://www.sac.or.kr/site/main/home,1668-1352,10:00~19:00,월요일,"각 전시별 상이, 홈페이지 확인","한가람미술관은 예술의 전당 전면의 왼쪽에 위치해 있습니다. 예술의 전당에서 제공하는 여러 프로그램과 연계된 공간입니다. 전시실과 수장고, 아트숍 등이 갖춰져 있으며 최적의 전시환경을 자랑합니다. 에드바르 뭉크, 베르나르 뷔페, 파블로 피카소 등 세계 유명 화가들의 기호기 전시도 자주 열리는 곳입니다. 대부분의 전시는 사진촬영이 금지되어 있으며 관람 예절을 지키는 것도 중요합니다. 야외 공간에 위치한 계단 광장에서는 아트마켓과 야외 페스티벌, 하절기 시즌 야외 카페 운영 등 열린 공간으로 조성되어 있고, 대중 프로그램을 수용하는 공간으로써 다양한 행사가 진행되고 있어 색다른 문화적 경험을 누릴 수 있습니다. 예술의 전당 홈페이지에서 한가람미술관의 전시 현황을 확인해볼 수 있습니다.",https://korean.visitseoul.net/attractions/%EC%98%88%EC%88%A0%EC%9D%98-%EC%A0%84%EB%8B%B9-%ED%95%9C%EA%B0%80%EB%9E%8C%EB%AF%B8%EC%88%A0%EA%B4%80/KOP004325,2025.08.04
KOP000471,고궁,운현궁,37.576263571,126.986627288,03131 서울 종로구 삼일대로 464 (운현궁),http://unhyeongung.or.kr ,02-766-9090,09:00 ~ 19:00 (입장마감 18:30),월요일 (공휴일이 월요일일 경우 정상 개장),무료,"운현궁은 조선 후기 흥선대원군의 사가입니다. 흥선대원군의 둘째 아들 고종이 출생하여 왕위에 오르기 전까지 성장한 곳입니다. 이곳에서 대원군은 서원철폐, 경복궁 중건, 세제개혁 등 많은 사업을 추진하였습니다. 흥선대원군의 한옥과 양관(洋館)은 모두 사적으로 지정되어있습니다. 운현궁 양관 : 본래 흥선대원군의 손자인 이준용을 위해 지은 건물로 양관이라고 불립니다. 프렌치 르네상스 풍의 석재를 혼용한 벽돌 2층 저택에 16개의 천장 문양이 모두 다릅니다. 1948년 덕성여자대학교에 매각되어 한때 교사로 쓰였고 지금도 평생교육원으로 쓰입니다. 인기 드라마 <궁>의 촬영 장소로 사용되기도 했습니다.",https://korean.visitseoul.net/attractions/%EC%9A%B4%ED%98%84%EA%B6%81/KOP000471,2025.06.23
KOP000846,미술관&박물관,의학박물관(구 대한의원),37.578813081,126.99702289,03080 서울특별시 종로구 대학로 101 (연건동),http://medicalmuseum.org ,02-2072-2636,월~금 09:00~18:00 토요일 10:00~15:00,"일요일, 공휴일, 근로자의 날(5월 1일), 법인화 기념일(10월 15일)",무료,"의학박물관(구 대한의원)은 서울대학교 의과대학에 있는 조선 말기의 건물입니다. 네오-바로크풍의 시계탑을 중심으로 하는 서양식 건축물이라는 점에서 건축적 의의가 있습니다. 현재 서울대학교병원 부설 병원 연구소 건물로 사용되고 2층에 의학박물관이 있습니다.",https://korean.visitseoul.net/attractions/%EC%9D%98%ED%95%99%EB%B0%95%EB%AC%BC%EA%B4%80/KOP000846,2025.07.27
KOP002251,미술관&박물관,일민미술관,37.569872214,126.977658613,"03187 서울 종로구 세종대로 152 (세종로, 일민미술관)",http://ilmin.org/kr/,02-2020-2050,11:00~19:00,월요일,"일반 9,000 학생 7,000 (만 24세 이하 학생증 소지자)","일민미술관은 일민 김상만을 기념하여 1996년에 세운 미술관으로 종로구 세종로에 위치해있습니다. 일민문화재단에서 운영하며 다양한 전시와 미술 강좌를 운영하고 있습니다.  일민미술관과 연결된 동아미디어센터 3, 4층에는 2000년에 개관한 신문박물관이 있습니다. 신문 역사관과 기획 전시관, 미디어 상영관으로 구성돼 있으며 신문의 과거와 현재, 미래를 확인할 수 있습니다.",https://korean.visitseoul.net/attractions/%EC%9D%BC%EB%AF%BC%EB%AF%B8%EC%88%A0%EA%B4%80/KOP002251,2025.07.24
KOP000859,미술관&박물관,전쟁기념관,37.535807116,126.975823799,"04353 서울 용산구 이태원로 29 (용산동1가, 전쟁기념관)",http://www.warmemo.or.kr,02-709-3114,09:30 ~ 18:00 *자세한 사항은 홈페이지를 참고해주세요.,월요일 (월요일이 포함된 연휴에는 연휴 마지막 다음날 휴관),무료,"형제의 상'이 가장 먼저 눈에 들어옵니다. 너른 광장을 지나 기념관을 향하면 1층 전시실에는 선사 시대부터 6.25전쟁까지 그 역사가 모형으로 꾸며져 있습니다. 모형과 더불어 2층과 3층에는 전시 자료들도 준비되어 있습니다. 전쟁체험실은 전쟁의 극한 상황을 다양한 감각으로 체험하는 공간입니다. 옥외 전시장에는 제2차 세계대전, 6.25전쟁, 베트남전쟁 등에 사용되었던 무기를 전시합니다. 반면 기념 조형물은 무기가 아닌 전쟁의 참상이나 아픔을 조명합니다. 대형 총알 모양의 '6.25전쟁 휴전 50주년 기념 조형물', 국군 전사자 명비는 마음을 숙연하게 만듭니다. 시민들은 전쟁기념관에서 전쟁의 희생자들과 평화의 의미를 되새기며 그 터전 위에 우리의 삶이 지속되고 있음을 상기하게 됩니다. 우리 기술로 만들어낸 방산장비실 우리 기술로 생산되는 뛰어난 방산장비를 전시하는 곳입니다. 한국 지형에 적합한 한국형 전차, 장갑차 등이 모형으로 전시되어 있어 흥미롭습니다. 국산 무기와 장비의 실물과 축소 모형 208종 813점을 40여 개의 쇼케이스에 구분해 전시하고 있습니다.",https://korean.visitseoul.net/attractions/%EC%A0%84%EC%9F%81%EA%B8%B0%EB%85%90%EA%B4%80/KOP000859,2025.07.27
KOP001596,미술관&박물관,정독도서관,37.581119163,126.983028076,03055 서울 종로구 북촌로5길 48 (정독도서관),http://jdlib.sen.go.kr/jdlib_index.jsp,02-2011-5799,"자율학습실, 노트북실 3월~10월 평일 07:00 - 22:00 3월~10월 주말 07:00 - 22:00 11월~2월 평일 08:00 - 22:00 11월~2월 주말 08:00 - 22:00 *이용시설마다 이용시간이 상이함.","-매월 첫째 주, 셋째 주 수요일 -일요일을 제외한 법정 공휴일 -도서관 사정으로 임시로 정하는 휴일",,"정독도서관은 서울 시민에게 최신 정보를 제공하고 교양과 학습 등을 지원하기 위해 설립되었습니다. 중국 연변 자치주 연변도서관, 일본 도립중앙도서관과 결연을 체결하였습니다. 도서관 협력망 서울지역 대표도서관으로 지정되어 있습니다. 서울교육사료관  :  정독도서관 부설 교육 전문 박물관으로 원래 경성고등보통학교 건물이었습니다. 전시관에는 삼국 시대의 교육기관에서 현대에 이르는 교육 관련 자료가 전통기, 개화기, 민족저항기, 미군정기, 교육과정기, 서울시교육청의 어제와 오늘로 나뉘어 전시되어 있습니다. 개화기의 교과서와 풍금, 일제강점기의 통지표와 졸업 앨범, 검정 고무신, 몽당연필, 등사판, 무시험 추첨기, 양은 도시락 등의 물품을 비롯하여 8·15 광복 후 첫 수업 모습, 콩나물 교실, 얼룩무늬 교련복을 입은 고등학생 모습 등의 사진 자료를 볼 수 있습니다.",https://korean.visitseoul.net/attractions/%EC%A0%95%EB%8F%85%EB%8F%84%EC%84%9C%EA%B4%80/KOP001596,2025.07.26
KOP005796,미술관&박물관,종이나라박물관,37.559655636,127.006155383,"04606 서울 중구 장충단로 166 (장충동1가, 종이나라빌딩)",https://cafe.naver.com/papermuseum,02-2279-7901,09:30~18:00 (관람시간 종료 30분 전까지 입장 가능),-일요일 -공휴일,"○개인 -성인 2,000원 -어린이 및 청소년 1,500원 ○단체(20명 이상) -성인 1,000원 -어린이 및 청소년 1,000원","종이나라박물관은 1999년에 종이미술박물관으로 개관하여 세계제일로 우수했던 우리나라의 종이와 K종이접기, 종이문화를 부활, 재창조하기 위해 설립되었습니다. 2008년에 종이나라박물관으로 재개관하면서 뛰어난 우리나라의 종이접기, 종이문화를 연구하여 소개하는 것을 넘어 공예·예술품으로서의 종이의 우수한 역할에 주목하여 새로운 문화예술 장르로의 개발을 제시, 현대종이문화예술작품을 발굴, 전시, 교육함으로서 한국의 종이접기와 종이문화의 우수성과 창조성을 대중에게 알리고 있습니다.",https://korean.visitseoul.net/attractions/%EC%A2%85%EC%9D%B4%EB%82%98%EB%9D%BC%EB%B0%95%EB%AC%BC%EA%B4%80/KOP005796,2025.07.24
KOP003332,미술관&박물관,짚풀생활사박물관,37.584907264,126.999842808,03075 서울 종로구 성균관로4길 45 (명륜2가),http://jipul.com/,02-743-8787,10:00 ~ 17:00,"일요일~월요일, 1월 1일, 설날, 추석연휴","-성인(20세 이상) 5,000원 -아동·청소년(6세~19세) 4,000원 -유아(5세 이하) 무료 ＊할인 요금 -단체(20인 이상)·장애인·만 65세 이상 1,000원 할인","종로구 명륜동에 위치한 짚풀생활사박물관은 사립박물관으로 청담동에서 운영되다가 옮겨져 왔습니다. 1992년에 설립, 1993년에 개관하여 한옥, 제기, 짚 관련 민속자료 등을 전시해 놓고 있습니다. 다양한 체험학습 프로그램과 전문가 교육, 워크숍 등 교육활동 등도 이뤄지고 있습니다.",https://korean.visitseoul.net/attractions/%EC%A7%9A%ED%92%80%EC%83%9D%ED%99%9C%EC%82%AC%EB%B0%95%EB%AC%BC%EA%B4%80/KOP003332,2025.07.27
KOP037176,고궁,창경궁 대온실,37.581302011,126.995079441,"03072 서울 종로구 창경궁로 185 (와룡동, 창경궁)",http://cgg.cha.go.kr/agapp/main/index.do?siteCd=CGG,02-762-9515,09:00 ~ 20:45,월요일,"○ 개인 - 내국인 대인(만25세~64세) : 1,000원 - 외국인 대인 (만19세~64세) : 1,000원 ○ 단체(10인 이상) 800원 ※자세한 무료 입장 대상자는 공식 홈페이지를 참고해주세요","흰색과 초록색의 조화를 이루는 창경궁의 내부, 양옆으로는 나무와 식물들이 있고 가운데로는 길이 있다. 서울의 4대 고궁 중 하나인 창경궁에는 1909년에 지어진 온실이 있습니다. 바로 창경궁 대온실인데, 서양식 건축 양식으로 설계된 한국 최초의 온실입니다. 처음에는 식물원과 동물원이 함께 지어졌으며 2004년에 복원되어 원래 모습을 그대로 유지한 채 일반 시민에게 개방되었습니다. 이곳에서는 향나무, 팔손이나무, 꽝꽝나무 등 천연기념물 후계목과 식충식물류 등 다양한 종류의 식물들을 볼 수 있습니다. 대온실로 들어가기 위해서는 창경궁 입장료를 구매해 입장해서 걷다 보면 오른쪽에서 발견할 수 있습니다.",https://korean.visitseoul.net/attractions/%EC%B0%BD%EA%B2%BD%EA%B6%81-%EB%8C%80%EC%98%A8%EC%8B%A4/KOP037176,2025.08.06
